province,school_name,city,rank_2024,rank_5yr,trend,overall_rating_2024,overall_rating_5yr,source
QC,des Abénaquis,Saint-Prosper,323,371,up,5.1,4.5,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Champagneur,Rawdon,335,208,flat,5.0,6.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Chavigny,Trois-Rivières,335,336,flat,5.0,4.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Fréchette,L’Anse-Saint-Jean,335,nd,nd,5.0,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Laurentian,Lachute,335,318,flat,5.0,5.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Marcel-Raymond,Lorrainville,335,208,flat,5.0,6.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Marymount,Montréal,335,327,flat,5.0,5.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Pierre-Bédard,Saint-Rémi,335,327,flat,5.0,5.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Saint-Laurent,Montréal,335,278,flat,5.0,5.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Saint-Paul,Saint-Paul-de-Montminy,335,nd,nd,5.0,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,"St, John’s",Saint-Jean-sur-Richelieu,335,318,flat,5.0,5.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,des Patriotes,Saint-Eustache,335,307,flat,5.0,5.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,le Prélude,Mascouche,335,307,down,5.0,5.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,le Sommet,Québec,335,307,flat,5.0,5.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Cap-Jeunesse,Saint-Jérôme,348,293,down,4.9,5.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Charles-Gravel,Saguenay,348,336,flat,4.9,4.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Georges-Vanier,Laval,348,307,flat,4.9,5.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Normandin,Normandin,348,268,down,4.9,5.5,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Richmond,Richmond,348,318,flat,4.9,5.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Rosemount,Montréal,348,293,flat,4.9,5.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Wilbrod-Dufour,Alma,348,382,up,4.9,4.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,de la Haute-Ville,Granby,348,318,flat,4.9,5.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,de l’Odyssée,Terrebonne,348,327,flat,4.9,5.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,des Appalaches,Sainte-Justine,348,355,flat,4.9,4.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,du Harfang,Sainte-Anne-des-Plaines,348,278,flat,4.9,5.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,du Tournesol,Windsor,348,293,flat,4.9,5.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Le Carrefour,Val-d’Or,360,336,flat,4.8,4.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Les Estacades,Trois-Rivières,360,307,flat,4.8,5.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Wilfrid-Léger,Waterloo,360,345,flat,4.8,4.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,des Montagnes,Saint-Michel-des-Saints,360,345,flat,4.8,4.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,du Phare,Sherbrooke,360,345,flat,4.8,4.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,les Seigneuries,Saint-Pierre-les-Becquets,360,396,flat,4.8,4.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Collège Dina Bélanger,Saint-Michel-de-Bellechasse,367,268,flat,4.7,5.5,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Daniel-Johnson,Montréal,367,391,flat,4.7,4.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Greaves Adventist,Montréal,367,403,flat,4.7,3.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Jean-Dolbeau,Dolbeau-Mistassini,367,327,flat,4.7,5.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Kénogami,Saguenay,367,222,down,4.7,5.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Père-Marquette,Montréal,367,336,flat,4.7,4.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Sieur-de-Coulonge,Mansfield-et-Pontefract,367,336,flat,4.7,4.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Thetford Mines,Thetford Mines,367,362,flat,4.7,4.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Évangéline,Montréal,367,278,flat,4.7,5.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Alexander Galt,Sherbrooke,376,336,flat,4.6,4.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Bon-Pasteur,L’Islet,376,399,up,4.6,4.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Centre académique de l’Outaouais Gatineau,,376,382,flat,4.6,4.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Champagnat,La Tuque,376,208,down,4.6,6.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Jacques-Rousseau,Longueuil,376,336,down,4.6,4.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Joliette,Joliette,376,318,flat,4.6,5.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Pontiac,Clarendon,376,382,flat,4.6,4.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,des Baies,Baie-Comeau,376,371,flat,4.6,4.5,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,du Littoral,Grande-Rivière,376,307,flat,4.6,5.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,du Mont-Bruno,Saint-Bruno-de-Montarville,376,355,flat,4.6,4.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,le Carrefour,Varennes,376,362,flat,4.6,4.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,"Howard S, Billings",Châteauguay,387,377,flat,4.5,4.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Robert-Ouimet,Acton Vale,387,318,flat,4.5,5.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,du le Mistral,Mont-Joli,387,396,flat,4.5,4.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Dalbé-Viau,Montréal,390,327,down,4.4,5.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Honoré-Mercier,Montréal,390,391,flat,4.4,4.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Joseph-Hermas-Leclerc,Granby,390,377,flat,4.4,4.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Marie-Reine-du-Clergé,Métabetchouan--Lac-à-la-Croix,390,362,flat,4.4,4.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Options II,Montréal,390,nd,nd,4.4,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Saint-Lambert International,Saint-Lambert,390,362,flat,4.4,4.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,des Deux-Rivières,Matapédia,390,345,flat,4.4,4.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,des Grandes-Marées,Saguenay,390,382,flat,4.4,4.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,"École sec, Anjou",Montréal,390,362,flat,4.4,4.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Jean-Grou,Montréal,399,307,down,4.3,5.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Lavigne,Lachute,399,355,flat,4.3,4.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Le Delta,Matagami,399,355,flat,4.3,4.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,L’Abri,Port-Cartier,399,362,down,4.3,4.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,"Monseigneur-A,-M,-Parent",Longueuil,399,403,flat,4.3,3.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Mont-de-La Salle,Laval,399,362,flat,4.3,4.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Paul-Germain-Ostiguy,Saint-Césaire,399,399,flat,4.3,4.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Rivière-des-Quinze,Notre-Dame-du-Nord,399,278,flat,4.3,5.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,de la Baie-Saint-François,Salaberry-de-Valleyfield,399,391,flat,4.3,4.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Édouard-Montpetit,Montréal,399,396,flat,4.3,4.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Disraëli,Disraeli,409,417,up,4.2,3.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Fernand-Lefebvre,Sorel-Tracy,409,382,flat,4.2,4.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,La Camaradière,Québec,409,345,down,4.2,4.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Marguerite-De Lajemmerais,Montréal,409,345,flat,4.2,4.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Monseigneur Sévigny,Chandler,409,377,flat,4.2,4.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Roger-Comtois,Québec,409,377,flat,4.2,4.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Saint-Jean-Baptiste,Longueuil,409,382,flat,4.2,4.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,de la Rencontre,Saint-Pamphile,409,278,down,4.2,5.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Bélanger,Saint-Martin,417,345,down,4.1,4.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Gabriel-Le Courtois,Sainte-Anne-des-Monts,417,382,flat,4.1,4.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Louis-Jobin,Saint-Raymond,417,391,flat,4.1,4.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Antoine-Brossard,Brossard,420,391,flat,4.0,4.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Dunton,Montréal,420,345,flat,4.0,4.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Golden Valley,Val-d’Or,420,nd,nd,4.0,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Jean-de-Brébeuf,Québec,420,411,flat,4.0,3.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,La Poudrière,Drummondville,420,382,down,4.0,4.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Lucien-Pagé,Montréal,420,403,flat,4.0,3.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,L’Escale,Louiseville,420,222,flat,4.0,5.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Horizon-Blanc,Fermont,427,238,flat,3.9,5.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Institut d’Enseignement,Sept-Îles,427,409,flat,3.9,3.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,du Coteau,Mascouche,427,362,down,3.9,4.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Georges-Vanier,Montréal,430,399,flat,3.8,4.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,de L’Escale,Val-des-Sources,430,371,flat,3.8,4.5,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,de l’Amitié,L’Assomption,430,417,flat,3.8,3.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,"John F, Kennedy",Montréal,433,409,flat,3.7,3.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,La Concorde,Senneterre,433,403,flat,3.7,3.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Quebec,Québec,433,293,flat,3.7,5.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,du Havre-Jeunesse,Sainte-Julienne,433,416,flat,3.7,3.5,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Jeanne-Mance,Montréal,437,399,flat,3.6,4.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,École du Sas,Montréal,437,nd,nd,3.6,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Arthur Pigeon,Huntingdon,439,414,flat,3.5,3.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Saint-Anselme,Saint-Anselme,439,336,down,3.5,4.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Vanier,Québec,439,419,flat,3.5,3.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,James Lyng,Montréal,442,431,up,3.4,1.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,La MFR,Saint-Romain,442,414,flat,3.4,3.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,La Taïga,Lebel-sur-Quévillon,442,nd,nd,3.4,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Antoine-Roy,Gaspé,445,424,flat,3.3,3.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Calixa-Lavallée,Montréal,445,403,flat,3.3,3.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Curé-Hébert,Hébertville,447,425,flat,3.2,2.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Nouvelle-Ère,Gatineau,447,nd,nd,3.2,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,New Carlisle,New Carlisle,449,nd,nd,3.1,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Saint-Henri,Montréal,449,411,flat,3.1,3.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Beurling,Montréal,451,422,flat,2.9,3.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,MacLean Memorial,Chibougamau,451,nd,nd,2.9,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Pierre-de-Lestage,Berthierville,451,419,flat,2.9,3.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Monseigneur-Labrie,Havre-Saint-Pierre,454,355,flat,2.8,4.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Riverside,Saguenay,454,nd,nd,2.8,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,de L’Achigan,Saint-Roch-de-l’Achigan,454,419,flat,2.8,3.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,des Chutes,Rawdon,457,425,flat,2.7,2.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Cité étudiante,Roberval,458,403,flat,2.5,3.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Louis-Joseph-Papineau,Montréal,459,422,flat,2.3,3.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,des Hauts Sommets,Saint-Tite-des-Caps,459,430,flat,2.3,1.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Chomedey-De-Maisonneuve,Montréal,461,429,up,2.2,1.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Gérard-Filion,Longueuil,462,428,flat,2.0,2.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,du Coeur-de-la-Gatineau,Gracefield,463,427,down,1.7,2.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Académie Québec Virtual,Montréal,464,nd,nd,1.5,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Avenues-Nouvelles,Trois-Rivières,464,nd,nd,1.5,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Bermon,Saint-Gabriel,466,nd,nd,1.1,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Horizon,Pointe-Claire,467,nd,nd,0.7,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Voyageur Memorial,Mistissini,468,432,up,0.4,0.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,James Bay Eeyou,Chisasibi,469,nd,nd,0.0,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Wiinibekuu,Waskaganish,469,nd,nd,0.0,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
